pitch_mean,intensity_mean,f1_mean,f2_mean,rms,zcr,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,minF0,maxF0,avgF0,min_intensity,max_intensity,avg_intensity,jitter,shimmer,hnr,mean_fft,std_fft,maxv_fft,minv_fft,median_fft,skew_fft,kurt_fft,q1_fft,q3_fft,mode_fft,iqr_fft,path,mean_mfcc,std_mfcc,maxv_mfcc,minv_mfcc,median_mfcc,skew_mfcc,kurt_mfcc,q1_mfcc,q3_mfcc,mode_mfcc,iqr_mfcc,source,class
286.7112493596622,56.326429545540606,775.9066474431927,1755.8081077254908,0.0163997016766802,0.0889554310993975,2350.8063501464344,2676.151155419246,22.39565680007188,3338.5696889118976,247.005,355.025,286.711,31.494,71.889,65.023,0.01,0.053,20.232,-1.1857894986482e-05,0.2886751345136318,0.499976284210027,-0.5,-1.1857894986482e-05,-5.717446098641037e-17,-1.2000000013498535,-0.2500059289474932,0.2499822131575202,-0.5,0.4999881421050135,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_back_fear.wav,-21.076733,96.59858,60.606316,-437.2444,-2.2402127,-3.9599040467277633,14.25248007822826,-6.618771910667419,1.1333212107419968,-437.2444,7.752093121409416,TESS,female_fear
289.7187908386479,58.40709091224883,596.8216093872538,1496.5620676101291,0.0160921515836334,0.0911036361882716,2249.021898972255,2528.6805571860305,22.77203575807502,3221.2916666666665,249.948,329.664,289.719,32.392,71.275,64.376,0.008,0.042,19.845,-1.2120624454579758e-05,0.2886751345099946,0.4999757587510908,-0.5,-1.21206244545719e-05,3.098628166003637e-16,-1.2000000014103316,-0.2500060603122273,0.2499818190633181,-0.5,0.4999878793755454,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_bar_fear.wav,-22.141893,97.010765,69.829056,-437.68643,-2.9458075,-3.877467017609164,13.876090294883962,-11.541025400161743,0.7536221295595169,-437.68643,12.29464752972126,TESS,female_fear
289.3453694203105,56.00486385602163,741.9967801839161,1869.541633864263,0.0144771771589786,0.123193359375,2856.069829988648,2819.5024873622465,22.036711595806068,4441.32939453125,238.325,380.102,289.345,27.427,71.07,63.772,0.008,0.037,20.881,-3.736994205562292e-18,0.2886751345254988,0.4999890430171148,-0.4999890430171148,0.0,-6.068122346518926e-18,-1.2000000011525327,-0.2499945215085574,0.2499945215085574,-0.4999890430171148,0.4999890430171148,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_base_fear.wav,-21.61453,97.94389,38.59442,-445.8786,-0.05022901,-4.041668647240784,14.61368413591757,-5.238190650939941,1.8790724277496336,-445.8786,7.117263078689575,TESS,female_fear
280.92524000365654,58.00009680985581,691.6698721246908,1678.5820113084148,0.0161839212810665,0.1160271139705882,2753.014654381616,2652.4981561008635,21.458785317373348,4537.514682904412,185.126,402.258,280.925,34.049,72.479,64.74,0.014,0.054,18.975,1.0492797500783685e-17,0.2886751345179668,0.4999884630471399,-0.4999884630471399,0.0,6.176340159172122e-18,-1.2000000012777716,-0.24999423152357,0.24999423152357,-0.4999884630471399,0.49998846304714,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_bath_fear.wav,-20.270868,90.379585,60.249874,-408.6985,-2.8750987,-3.924965515384971,14.091778504545466,-8.54452383518219,0.1452902145683765,-408.6985,8.689814049750566,TESS,female_fear
302.0715377373158,54.90647035591472,674.815449687308,1863.9550672484456,0.0111311471884955,0.0813337053571428,2366.010654159804,2859.1567355109546,23.731872585608063,3612.651494013799,218.45,415.424,302.072,25.033,67.016,61.107,0.009,0.043,20.826,-1.160395393825982e-17,0.2886751345008295,0.4999872413177167,-0.4999872413177167,0.0,-4.239556412917232e-17,-1.200000001562726,-0.2499936206588583,0.2499936206588583,-0.4999872413177167,0.4999872413177167,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_bean_fear.wav,-22.018711,108.2048,50.2299,-489.93384,-0.4599504,-4.017153919917421,14.497662424291743,-5.970598101615906,5.281877279281616,-489.93384,11.252475380897522,TESS,female_fear
298.47741313868886,59.24067083726183,648.4570491285176,1808.401853546628,0.0193854048055075,0.090362548828125,2480.237081815884,2761.9067749150217,21.487558057588405,3963.9967529296873,239.264,340.216,298.477,26.895,73.765,66.341,0.007,0.042,21.707,-1.231102575466308e-05,0.2886751345073089,0.4999753779484907,-0.5,-1.231102575466588e-05,-6.36347528647692e-17,-1.2000000014549892,-0.2500061555128773,0.249981533461368,-0.5,0.4999876889742453,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav,-21.899027,92.31319,52.502083,-419.62466,-3.2574892,-3.96311148143325,14.252098505288412,-6.7791290283203125,0.3794081062078476,-419.62466,7.15853713452816,TESS,female_fear
289.68919391466056,57.21573229460421,605.3600305783621,1713.6211851993676,0.0127944472657631,0.0944010416666666,2481.478116629739,2754.732888699832,21.456621799553712,3911.190011160714,259.612,319.282,289.689,35.885,67.916,62.053,0.007,0.045,20.135,-2.847420875279197e-17,0.288675134453337,0.4999843461381922,-0.4999843461381922,0.0,5.363416926721564e-16,-1.2000000023524169,-0.2499921730690961,0.2499921730690961,-0.4999843461381922,0.4999843461381922,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_bite_fear.wav,-21.551205,98.06102,59.01925,-443.875,-2.1128826,-3.9567232383191,14.22691112652014,-7.939709305763245,2.1398071348667145,-443.875,10.07951644062996,TESS,female_fear
294.22482671301714,54.29734046880275,690.064775660995,1654.4724531007057,0.0111848302883271,0.096285049229452,2483.6907127632558,2707.95529417058,24.186772374980123,3453.7945473030823,240.952,426.847,294.225,30.537,68.524,61.706,0.011,0.055,20.972,-1.3518628670315369e-05,0.2886751344893002,0.4999729627426594,-0.5,-1.3518628670307684e-05,1.9216109059284364e-16,-1.200000001754432,-0.2500067593143352,0.2499797220569945,-0.5,0.4999864813713297,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_boat_fear.wav,-21.952473,104.659225,60.27437,-473.2644,-0.60091895,-3.975048876544321,14.310830802877728,-7.1284003257751465,2.2099043130874634,-473.2644,9.33830463886261,TESS,female_fear
314.7723453555117,61.98679833158575,516.2063499608429,1472.3004580392667,0.0205874363823065,0.0861707089552238,2288.6288977469485,2568.527985406316,21.25860747924484,3923.398976795709,276.532,379.237,314.772,42.14,70.826,66.179,0.008,0.042,20.149,-1.4766686355570686e-05,0.2886751344689187,0.4999704666272888,-0.5,-1.4766686355581808e-05,4.7236391508922164e-18,-1.2000000020933277,-0.2500073833431778,0.2499778499704666,-0.5,0.4999852333136444,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav,-21.019953,92.199234,59.542316,-416.8168,-3.2639744,-3.9109924057041767,14.01314703374828,-10.101333618164062,1.4129172563552856,-416.8168,11.514250874519348,TESS,female_fear
290.4037861732492,54.91907641595951,656.2738479401827,1652.7938009311758,0.0115114636364348,0.0927385602678571,2520.1342938218686,2768.445186222272,23.821310734168907,3710.1241908482143,260.3,340.588,290.404,28.845,68.706,61.748,0.01,0.05,20.391,1.1255167369831589e-17,0.2886751344793276,0.4999858569286906,-0.4999858569286906,0.0,-1.0443493797662248e-17,-1.2000000019202544,-0.2499929284643453,0.2499929284643453,-0.4999858569286906,0.4999858569286906,c:\Users\srian\Downloads\ser_major project\Data_exploration\TESS Toronto emotional speech set data/OAF_Fear/OAF_book_fear.wav,-22.085588,103.0004,59.51596,-465.92038,-2.4258237,-3.964975100572533,14.261487782250205,-6.091943264007568,1.4474977254867554,-465.92038,7.539440989494324,TESS,female_fear
